epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,204.804,1.58319,4.15939,1.54067,0.41887,0.20305,0.21361,0.08973,1.78198,9.57217,1.86134,4.64405e-05,4.64405e-05,0.0800578
2,409.717,1.46458,3.41857,1.4512,0.67027,0.48214,0.54215,0.21346,1.52099,5.63524,1.46523,8.98416e-05,8.98416e-05,0.0601012
3,607.694,1.39163,3.03741,1.39468,0.82845,0.64981,0.76624,0.38221,1.23411,3.21178,1.26119,0.000130176,0.000130176,0.0401416
4,800.064,1.33012,2.75808,1.34712,0.84735,0.70822,0.81636,0.42191,1.16664,3.30111,1.20709,0.000167443,0.000167443,0.0201788
5,993.32,1.29051,2.58256,1.32371,0.84368,0.73887,0.83298,0.43948,1.1275,4.41221,1.16342,0.000201644,0.000201644,0.000213033
6,1185.49,1.24931,2.43909,1.29752,0.87508,0.77066,0.86353,0.4821,1.0778,2.62274,1.14073,0.000194,0.000194,0.000194
7,1377.67,1.20794,2.30241,1.26837,0.88155,0.79496,0.88198,0.50293,1.04019,2.63271,1.11161,0.000186333,0.000186333,0.000186333
8,1569.19,1.18302,2.20497,1.24626,0.89506,0.8072,0.89372,0.52576,1.01125,2.25038,1.09006,0.000178666,0.000178666,0.000178666
9,1760.76,1.1523,2.10513,1.22537,0.9047,0.82245,0.90207,0.53846,0.98568,2.20865,1.07181,0.000170999,0.000170999,0.000170999
10,1952.57,1.1255,2.03738,1.20794,0.91471,0.82721,0.91124,0.55684,0.95851,2.14977,1.05868,0.000163332,0.000163332,0.000163332
11,2143.94,1.10556,1.96355,1.1931,0.91956,0.84051,0.91753,0.56795,0.93688,1.97637,1.04277,0.000155664,0.000155664,0.000155664
12,2334.92,1.08043,1.89756,1.17796,0.92293,0.84703,0.92179,0.57802,0.92216,1.91648,1.03439,0.000147997,0.000147997,0.000147997
13,2525.74,1.06069,1.84063,1.16582,0.92237,0.85413,0.92461,0.58507,0.91142,1.85698,1.02827,0.00014033,0.00014033,0.00014033
14,2716.68,1.04315,1.79434,1.15536,0.9236,0.8584,0.92779,0.59284,0.89895,1.812,1.01946,0.000132663,0.000132663,0.000132663
15,2907.26,1.02844,1.75988,1.14568,0.92742,0.86289,0.93035,0.59926,0.88908,1.76183,1.01401,0.000124996,0.000124996,0.000124996
16,3097.98,1.01195,1.71583,1.13286,0.92734,0.86595,0.93204,0.60341,0.88057,1.7201,1.00843,0.000117329,0.000117329,0.000117329
17,3288.76,0.99861,1.67951,1.12556,0.92981,0.86664,0.93376,0.60761,0.87268,1.68766,1.0037,0.000109662,0.000109662,0.000109662
18,3479.5,0.98005,1.65339,1.11439,0.92862,0.86882,0.93434,0.6113,0.86574,1.66395,0.999,0.000101995,0.000101995,0.000101995
19,3669.96,0.96732,1.61509,1.10295,0.92691,0.87197,0.9355,0.61434,0.86028,1.6389,0.99482,9.4328e-05,9.4328e-05,9.4328e-05
20,3860.21,0.9511,1.57615,1.09466,0.929,0.87521,0.93664,0.61803,0.85454,1.61893,0.99075,8.6661e-05,8.6661e-05,8.6661e-05
21,4074.54,0.93903,1.55312,1.08698,0.93171,0.87474,0.93821,0.6211,0.84921,1.60222,0.98719,7.89939e-05,7.89939e-05,7.89939e-05
22,4264.59,0.92743,1.52686,1.07929,0.92981,0.87787,0.93915,0.62349,0.84433,1.58824,0.98378,7.13269e-05,7.13269e-05,7.13269e-05
23,4454.5,0.91263,1.49921,1.0724,0.93232,0.8776,0.93951,0.62627,0.8401,1.57476,0.98096,6.36598e-05,6.36598e-05,6.36598e-05
24,4644.58,0.89954,1.47534,1.06384,0.93335,0.87862,0.94046,0.62885,0.83617,1.56166,0.97819,5.59927e-05,5.59927e-05,5.59927e-05
25,4834.41,0.88964,1.44916,1.05986,0.93542,0.87889,0.94148,0.63164,0.8325,1.54742,0.97589,4.83257e-05,4.83257e-05,4.83257e-05
26,5024.5,0.87917,1.43263,1.05256,0.93561,0.87943,0.94207,0.63407,0.82871,1.53104,0.97325,4.06586e-05,4.06586e-05,4.06586e-05
27,5214.44,0.86516,1.40832,1.04358,0.9385,0.881,0.94289,0.6364,0.8249,1.51696,0.97057,3.29916e-05,3.29916e-05,3.29916e-05
28,5404.49,0.85747,1.39034,1.04215,0.9391,0.88154,0.94319,0.63852,0.82096,1.50467,0.96807,2.53245e-05,2.53245e-05,2.53245e-05
29,5594.46,0.84618,1.37365,1.03565,0.93935,0.88311,0.94388,0.6409,0.81732,1.49341,0.9658,1.76575e-05,1.76575e-05,1.76575e-05
30,5784.32,0.83825,1.35452,1.03237,0.94025,0.88413,0.9446,0.64314,0.81434,1.4817,0.9634,9.99041e-06,9.99041e-06,9.99041e-06
